election_year,term_start,mayor,vote_percentage,vote_count,perks,event,other_candidates
282,"June 8, 2023",Aatrox,73.60%,"655,375.00","[1, 2]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""13.5%"", ""vote_count"": ""120566""}, {""mayor"": ""Diana"", ""vote_percentage"": ""4.8%"", ""vote_count"": ""42822""}, {""mayor"": ""Marina"", ""vote_percentage"": ""4.4%"", ""vote_count"": ""38909""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""3.6%"", ""vote_count"": ""32239""}]"
281,"June 3, 2023",Cole,76.40%,"684,352.00","[3, 2, 1]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""11.4%"", ""vote_count"": ""102298""}, {""mayor"": ""Diana"", ""vote_percentage"": ""4.4%"", ""vote_count"": ""39636""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""4.2%"", ""vote_count"": ""37516""}, {""mayor"": ""Marina"", ""vote_percentage"": ""3.6%"", ""vote_count"": ""31929""}]"
280,"May 29, 2023",Jerry,96.10%,"1,003,059.00","[1, 2, 3]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""1.9%"", ""vote_count"": ""19494""}, {""mayor"": ""Diana"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""8291""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""7902""}, {""mayor"": ""Paul"", ""vote_percentage"": ""0.5%"", ""vote_count"": ""5512""}]"
279,"May 24, 2023",Aatrox,85.30%,"773,544.00","[1, 2, 3]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""5.8%"", ""vote_count"": ""52309""}, {""mayor"": ""Diana"", ""vote_percentage"": ""3.9%"", ""vote_count"": ""35011""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""24231""}, {""mayor"": ""Marina"", ""vote_percentage"": ""2.4%"", ""vote_count"": ""21781""}]"
278,"May 19, 2023",Paul,76.80%,"649,425.00","[2, 3, 1]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""14.6%"", ""vote_count"": ""123789""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""35981""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""2.8%"", ""vote_count"": ""24030""}, {""mayor"": ""Diana"", ""vote_percentage"": ""1.5%"", ""vote_count"": ""12735""}]"
277,"May 13, 2023",Marina,70.50%,"635,564.00","[3, 2, 1]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""16.5%"", ""vote_count"": ""148690""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""6.3%"", ""vote_count"": ""56655""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""33783""}, {""mayor"": ""Diana"", ""vote_percentage"": ""2.9%"", ""vote_count"": ""26393""}]"
276,"May 8, 2023",Finnegan,68.30%,"649,328.00","[2, 1, 3]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""14.9%"", ""vote_count"": ""141299""}, {""mayor"": ""Cole"", ""vote_percentage"": ""10.2%"", ""vote_count"": ""96767""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""3.3%"", ""vote_count"": ""31437""}, {""mayor"": ""Paul"", ""vote_percentage"": ""3.3%"", ""vote_count"": ""31252""}]"
275,"May 3, 2023",Diana,84.00%,"722,469.00","[1, 2, 3]",,"[{""mayor"": ""Finnegan"", ""vote_percentage"": ""7.2%"", ""vote_count"": ""62139""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""3.6%"", ""vote_count"": ""31381""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""3.1%"", ""vote_count"": ""27073""}, {""mayor"": ""Paul"", ""vote_percentage"": ""2.0%"", ""vote_count"": ""17025""}]"
274,"April 28, 2023",Aatrox,71.60%,"603,858.00","[3, 2]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""15.0%"", ""vote_count"": ""126728""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""5.9%"", ""vote_count"": ""49574""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""4.1%"", ""vote_count"": ""34265""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""3.5%"", ""vote_count"": ""29517""}]"
273,"April 23, 2023",Paul,66.60%,"698,730.00","[1, 3, 2]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""21.8%"", ""vote_count"": ""228550""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""6.3%"", ""vote_count"": ""65807""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""3.0%"", ""vote_count"": ""31346""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.3%"", ""vote_count"": ""24469""}]"
272,"April 18, 2023",Derpy,95.80%,"1,007,866.00","[1, 2, 3, 4]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""16780""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.1%"", ""vote_count"": ""11909""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.9%"", ""vote_count"": ""9184""}, {""mayor"": ""Marina"", ""vote_percentage"": ""0.6%"", ""vote_count"": ""6512""}]"
271,"April 12, 2023",Finnegan,72.20%,"666,368.00","[3, 2, 1]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""20.0%"", ""vote_count"": ""184891""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""3.7%"", ""vote_count"": ""34172""}, {""mayor"": ""Paul"", ""vote_percentage"": ""2.0%"", ""vote_count"": ""18885""}, {""mayor"": ""Marina"", ""vote_percentage"": ""2.0%"", ""vote_count"": ""18740""}]"
270,"April 7, 2023",Cole,79.40%,"678,753.00","[3, 2, 1]",,"[{""mayor"": ""Finnegan"", ""vote_percentage"": ""9.4%"", ""vote_count"": ""80261""}, {""mayor"": ""Diana"", ""vote_percentage"": ""5.9%"", ""vote_count"": ""50704""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""23264""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.6%"", ""vote_count"": ""21828""}]"
269,"April 2, 2023",Aatrox,73.10%,"710,171.00","[1, 2]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""11.9%"", ""vote_count"": ""115448""}, {""mayor"": ""Diana"", ""vote_percentage"": ""6.9%"", ""vote_count"": ""67435""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""53495""}, {""mayor"": ""Marina"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""24758""}]"
268,"March 28, 2023",Paul,59.50%,"540,775.00","[1, 3, 2]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""33.6%"", ""vote_count"": ""305351""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""24966""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""22795""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.7%"", ""vote_count"": ""15358""}]"
267,"March 23, 2023",Diana,57.60%,"465,392.00","[1, 2, 3]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""20.7%"", ""vote_count"": ""167416""}, {""mayor"": ""Paul"", ""vote_percentage"": ""17.7%"", ""vote_count"": ""143255""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""2.3%"", ""vote_count"": ""18575""}, {""mayor"": ""Marina"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""12919""}]"
266,"March 18, 2023",Aatrox,75.50%,"648,292.00","[1, 3, 2]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""11.5%"", ""vote_count"": ""99047""}, {""mayor"": ""Cole"", ""vote_percentage"": ""8.5%"", ""vote_count"": ""72966""}, {""mayor"": ""Paul"", ""vote_percentage"": ""3.4%"", ""vote_count"": ""29049""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.1%"", ""vote_count"": ""9434""}]"
265,"March 12, 2023",Marina,68.00%,"641,529.00","[1, 3, 2]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""21.8%"", ""vote_count"": ""205351""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""5.0%"", ""vote_count"": ""47399""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""25809""}, {""mayor"": ""Paul"", ""vote_percentage"": ""2.5%"", ""vote_count"": ""23384""}]"
264,"March 7, 2023",Scorpius,96.60%,"1,147,311.00","[1, 2]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""2.1%"", ""vote_count"": ""25041""}, {""mayor"": ""Cole"", ""vote_percentage"": ""0.9%"", ""vote_count"": ""10486""}, {""mayor"": ""Diana"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""3289""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.2%"", ""vote_count"": ""2064""}]"
263,"March 2, 2023",Paul,61.80%,"492,323.00","[3, 1, 2]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""22.3%"", ""vote_count"": ""177586""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""11.9%"", ""vote_count"": ""95041""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.1%"", ""vote_count"": ""16369""}, {""mayor"": ""Cole"", ""vote_percentage"": ""1.9%"", ""vote_count"": ""14846""}]"
262,"February 25, 2023",Diana,61.30%,"527,869.00",[2],,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""25.9%"", ""vote_count"": ""222881""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""47211""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""5.2%"", ""vote_count"": ""44757""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""2.2%"", ""vote_count"": ""18978""}]"
261,"February 20, 2023",Cole,70.90%,"615,680.00","[1, 3]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""20.1%"", ""vote_count"": ""174662""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""47750""}, {""mayor"": ""Paul"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""23358""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""6920""}]"
260,"February 15, 2023",Diana,67.80%,"561,586.00",[3],,"[{""mayor"": ""Paul"", ""vote_percentage"": ""13.1%"", ""vote_count"": ""108306""}, {""mayor"": ""Cole"", ""vote_percentage"": ""8.3%"", ""vote_count"": ""68623""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""8.3%"", ""vote_count"": ""68620""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.6%"", ""vote_count"": ""21477""}]"
259,"February 9, 2023",Diaz,69.50%,"516,484.00","[1, 2]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""14.4%"", ""vote_count"": ""107377""}, {""mayor"": ""Paul"", ""vote_percentage"": ""7.0%"", ""vote_count"": ""51666""}, {""mayor"": ""Cole"", ""vote_percentage"": ""5.1%"", ""vote_count"": ""38211""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""29364""}]"
258,"February 4, 2023",Foxy,76.90%,"614,602.00","[2, 1, 3]",Fishing Festival,"[{""mayor"": ""Diana"", ""vote_percentage"": ""7.6%"", ""vote_count"": ""60393""}, {""mayor"": ""Marina"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""43924""}, {""mayor"": ""Cole"", ""vote_percentage"": ""5.2%"", ""vote_count"": ""41409""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""4.9%"", ""vote_count"": ""39026""}]"
257,"January 30, 2023",Paul,67.90%,"577,512.00","[3, 1]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""15.7%"", ""vote_count"": ""133900""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""7.6%"", ""vote_count"": ""64341""}, {""mayor"": ""Diana"", ""vote_percentage"": ""5.0%"", ""vote_count"": ""42743""}, {""mayor"": ""Cole"", ""vote_percentage"": ""3.8%"", ""vote_count"": ""31959""}]"
256,"January 25, 2023",Jerry,97.10%,"901,178.00","[1, 2, 3]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""1.1%"", ""vote_count"": ""10419""}, {""mayor"": ""Marina"", ""vote_percentage"": ""0.7%"", ""vote_count"": ""6080""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""0.6%"", ""vote_count"": ""5631""}, {""mayor"": ""Paul"", ""vote_percentage"": ""0.5%"", ""vote_count"": ""4561""}]"
255,"January 20, 2023",Aatrox,62.60%,"484,545.00",[1],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""15.9%"", ""vote_count"": ""123252""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""9.4%"", ""vote_count"": ""73171""}, {""mayor"": ""Diana"", ""vote_percentage"": ""6.2%"", ""vote_count"": ""48323""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.8%"", ""vote_count"": ""45303""}]"
254,"January 15, 2023",Marina,59.60%,"481,053.00",[3],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""16.6%"", ""vote_count"": ""133902""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""12.3%"", ""vote_count"": ""99560""}, {""mayor"": ""Diana"", ""vote_percentage"": ""7.4%"", ""vote_count"": ""59720""}, {""mayor"": ""Paul"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""32421""}]"
253,"January 9, 2023",Finnegan,74.20%,"607,418.00","[3, 1, 2]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""11.0%"", ""vote_count"": ""90369""}, {""mayor"": ""Cole"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""44748""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.1%"", ""vote_count"": ""41799""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""4.2%"", ""vote_count"": ""34726""}]"
252,"January 4, 2023",Aatrox,85.30%,"700,513.00","[3, 1]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""5.8%"", ""vote_count"": ""47464""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""3.9%"", ""vote_count"": ""32077""}, {""mayor"": ""Cole"", ""vote_percentage"": ""3.2%"", ""vote_count"": ""26014""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.8%"", ""vote_count"": ""14977""}]"
251,"December 30, 2022",Diana,57.30%,"453,805.00","[1, 3]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""17.2%"", ""vote_count"": ""136116""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""14.4%"", ""vote_count"": ""113596""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""7.3%"", ""vote_count"": ""57982""}, {""mayor"": ""Cole"", ""vote_percentage"": ""3.8%"", ""vote_count"": ""30020""}]"
250,"December 25, 2022",Paul,70.70%,"594,052.00","[3, 1]",,"[{""mayor"": ""Finnegan"", ""vote_percentage"": ""14.0%"", ""vote_count"": ""117429""}, {""mayor"": ""Diana"", ""vote_percentage"": ""9.4%"", ""vote_count"": ""79290""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""33334""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.9%"", ""vote_count"": ""16251""}]"
249,"December 20, 2022",Marina,76.50%,"711,853.00","[3, 2, 1]",,"[{""mayor"": ""Finnegan"", ""vote_percentage"": ""10.5%"", ""vote_count"": ""97908""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""5.6%"", ""vote_count"": ""52404""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""39706""}, {""mayor"": ""Diana"", ""vote_percentage"": ""3.1%"", ""vote_count"": ""28878""}]"
248,"December 15, 2022",Derpy,95.10%,"836,716.00","[1, 2, 3, 4]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""2.1%"", ""vote_count"": ""18315""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""14239""}, {""mayor"": ""Cole"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""7041""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.4%"", ""vote_count"": ""3120""}]"
247,"December 9, 2022",Aatrox,61.80%,"446,344.00",[1],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""24.7%"", ""vote_count"": ""178638""}, {""mayor"": ""Cole"", ""vote_percentage"": ""7.0%"", ""vote_count"": ""50740""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""5.4%"", ""vote_count"": ""39309""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.1%"", ""vote_count"": ""7737""}]"
246,"December 4, 2022",Diana,67.40%,"524,769.00","[3, 1]",,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""13.4%"", ""vote_count"": ""103939""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""9.7%"", ""vote_count"": ""75645""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""42473""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.1%"", ""vote_count"": ""31654""}]"
245,"November 29, 2022",Foxy,71.50%,"527,550.00","[3, 1, 2]",Spooky Festival,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""10.6%"", ""vote_count"": ""78242""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""6.9%"", ""vote_count"": ""50592""}, {""mayor"": ""Cole"", ""vote_percentage"": ""5.7%"", ""vote_count"": ""42336""}, {""mayor"": ""Diana"", ""vote_percentage"": ""5.3%"", ""vote_count"": ""39052""}]"
244,"November 24, 2022",Aatrox,76.90%,"564,519.00","[1, 2, 3]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""11.4%"", ""vote_count"": ""83707""}, {""mayor"": ""Paul"", ""vote_percentage"": ""5.7%"", ""vote_count"": ""41769""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""3.4%"", ""vote_count"": ""25273""}, {""mayor"": ""Cole"", ""vote_percentage"": ""2.6%"", ""vote_count"": ""19138""}]"
243,"November 19, 2022",Diana,66.20%,"467,108.00","[2, 3]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""20.3%"", ""vote_count"": ""142879""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""5.7%"", ""vote_count"": ""40018""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""30437""}, {""mayor"": ""Cole"", ""vote_percentage"": ""3.6%"", ""vote_count"": ""25111""}]"
242,"November 14, 2022",Finnegan,83.50%,"821,054.00","[2, 1, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""8.3%"", ""vote_count"": ""81704""}, {""mayor"": ""Paul"", ""vote_percentage"": ""4.9%"", ""vote_count"": ""48159""}, {""mayor"": ""Cole"", ""vote_percentage"": ""1.9%"", ""vote_count"": ""18216""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.4%"", ""vote_count"": ""14229""}]"
241,"November 8, 2022",Aatrox,88.50%,"685,999.00","[1, 2, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""7.4%"", ""vote_count"": ""57162""}, {""mayor"": ""Cole"", ""vote_percentage"": ""2.8%"", ""vote_count"": ""21467""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.4%"", ""vote_count"": ""10615""}, {""mayor"": ""Finnegan"", ""vote_percentage"": ""0.0%"", ""vote_count"": ""0""}]"
240,"November 3, 2022",Scorpius,97.90%,"906,865.00","[1, 2]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""1.2%"", ""vote_count"": ""10978""}, {""mayor"": ""Marina"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""3203""}, {""mayor"": ""Cole"", ""vote_percentage"": ""0.3%"", ""vote_count"": ""3046""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.2%"", ""vote_count"": ""1841""}]"
239,"October 29, 2022",Diaz,57.80%,"406,329.00","[1, 2]",,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""31.3%"", ""vote_count"": ""219707""}, {""mayor"": ""Marina"", ""vote_percentage"": ""4.2%"", ""vote_count"": ""29697""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""28307""}, {""mayor"": ""Paul"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""18898""}]"
238,"October 24, 2022",Foxy,64.20%,"433,658.00","[2, 1, 3]",Spooky Festival,"[{""mayor"": ""Diana"", ""vote_percentage"": ""15.9%"", ""vote_count"": ""107173""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""10.8%"", ""vote_count"": ""73077""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.7%"", ""vote_count"": ""31605""}, {""mayor"": ""Marina"", ""vote_percentage"": ""4.5%"", ""vote_count"": ""30172""}]"
237,"October 19, 2022",Paul,64.00%,"413,809.00","[2, 3]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""13.8%"", ""vote_count"": ""89421""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""8.9%"", ""vote_count"": ""57322""}, {""mayor"": ""Diana"", ""vote_percentage"": ""8.5%"", ""vote_count"": ""54818""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""4.8%"", ""vote_count"": ""31333""}]"
236,"October 14, 2022",Marina,65.10%,"384,798.00","[3, 1]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""12.1%"", ""vote_count"": ""71601""}, {""mayor"": ""Diana"", ""vote_percentage"": ""10.2%"", ""vote_count"": ""60170""}, {""mayor"": ""Paul"", ""vote_percentage"": ""7.8%"", ""vote_count"": ""46310""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.7%"", ""vote_count"": ""27807""}]"
235,"October 8, 2022",Aatrox,70.00%,"468,722.00","[2, 3]",,"[{""mayor"": ""Foxy"", ""vote_percentage"": ""14.3%"", ""vote_count"": ""95679""}, {""mayor"": ""Diana"", ""vote_percentage"": ""7.3%"", ""vote_count"": ""48798""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""4.3%"", ""vote_count"": ""29123""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.1%"", ""vote_count"": ""27598""}]"
234,"October 3, 2022",Paul,76.20%,"541,343.00","[2, 3, 1]",,"[{""mayor"": ""Marina"", ""vote_percentage"": ""9.3%"", ""vote_count"": ""65922""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""7.4%"", ""vote_count"": ""52257""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""5.7%"", ""vote_count"": ""40494""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.4%"", ""vote_count"": ""10164""}]"
233,"September 28, 2022",Diana,59.10%,"375,057.00",[2],,"[{""mayor"": ""Marina"", ""vote_percentage"": ""14.6%"", ""vote_count"": ""92361""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""12.8%"", ""vote_count"": ""81371""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""8.1%"", ""vote_count"": ""51624""}, {""mayor"": ""Cole"", ""vote_percentage"": ""5.4%"", ""vote_count"": ""34327""}]"
232,"September 23, 2022",Jerry,95.60%,"675,454.00","[1, 2, 3]",,"[{""mayor"": ""Paul"", ""vote_percentage"": ""2.2%"", ""vote_count"": ""15685""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""1.0%"", ""vote_count"": ""7006""}, {""mayor"": ""Cole"", ""vote_percentage"": ""0.8%"", ""vote_count"": ""5544""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.4%"", ""vote_count"": ""2927""}]"
231,"September 18, 2022",Aatrox,81.20%,"569,117.00","[3, 1]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""8.8%"", ""vote_count"": ""61877""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.1%"", ""vote_count"": ""28522""}, {""mayor"": ""Paul"", ""vote_percentage"": ""3.2%"", ""vote_count"": ""22227""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""19218""}]"
230,"September 13, 2022",Marina,56.10%,"397,253.00",[3],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""20.1%"", ""vote_count"": ""142173""}, {""mayor"": ""Aatrox"", ""vote_percentage"": ""14.0%"", ""vote_count"": ""99443""}, {""mayor"": ""Cole"", ""vote_percentage"": ""7.6%"", ""vote_count"": ""53570""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""2.3%"", ""vote_count"": ""16221""}]"
229,"September 7, 2022",Diana,58.30%,"425,562.00",[2],,"[{""mayor"": ""Diaz"", ""vote_percentage"": ""16.6%"", ""vote_count"": ""121142""}, {""mayor"": ""Marina"", ""vote_percentage"": ""16.0%"", ""vote_count"": ""117174""}, {""mayor"": ""Paul"", ""vote_percentage"": ""7.7%"", ""vote_count"": ""56391""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.4%"", ""vote_count"": ""10236""}]"
228,"September 2, 2022",Cole,60.80%,"433,283.00",[3],,"[{""mayor"": ""Marina"", ""vote_percentage"": ""15.5%"", ""vote_count"": ""110665""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""14.0%"", ""vote_count"": ""100029""}, {""mayor"": ""Paul"", ""vote_percentage"": ""8.1%"", ""vote_count"": ""57837""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""1.6%"", ""vote_count"": ""11192""}]"
227,"August 28, 2022",Diana,81.20%,"635,802.00","[3, 2, 1]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""6.2%"", ""vote_count"": ""48247""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""5.1%"", ""vote_count"": ""39813""}, {""mayor"": ""Marina"", ""vote_percentage"": ""4.0%"", ""vote_count"": ""31706""}, {""mayor"": ""Paul"", ""vote_percentage"": ""3.5%"", ""vote_count"": ""27381""}]"
226,"August 23, 2022",Aatrox,67.60%,"595,210.00","[2, 3]",,"[{""mayor"": ""Diana"", ""vote_percentage"": ""19.9%"", ""vote_count"": ""175219""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""5.5%"", ""vote_count"": ""48727""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.9%"", ""vote_count"": ""42923""}, {""mayor"": ""Marina"", ""vote_percentage"": ""2.0%"", ""vote_count"": ""17942""}]"
225,"August 18, 2022",Foxy,63.10%,"564,890.00","[1, 2, 3]",Mining Fiesta,"[{""mayor"": ""Cole"", ""vote_percentage"": ""15.6%"", ""vote_count"": ""139874""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""8.7%"", ""vote_count"": ""77484""}, {""mayor"": ""Marina"", ""vote_percentage"": ""6.4%"", ""vote_count"": ""57329""}, {""mayor"": ""Paul"", ""vote_percentage"": ""6.3%"", ""vote_count"": ""56045""}]"
224,"August 13, 2022",Derpy,95.30%,"804,577.00","[1, 2, 3, 4]",,"[{""mayor"": ""Cole"", ""vote_percentage"": ""2.7%"", ""vote_count"": ""23115""}, {""mayor"": ""Paul"", ""vote_percentage"": ""1.9%"", ""vote_count"": ""15851""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""0.0%"", ""vote_count"": ""373""}, {""mayor"": ""Foxy"", ""vote_percentage"": ""0.0%"", ""vote_count"": ""94""}]"
223,"August 7, 2022",Barry,62.60%,"480,660.00",[1],,"[{""mayor"": ""Aatrox"", ""vote_percentage"": ""17.6%"", ""vote_count"": ""135403""}, {""mayor"": ""Diaz"", ""vote_percentage"": ""11.6%"", ""vote_count"": ""89268""}, {""mayor"": ""Cole"", ""vote_percentage"": ""4.8%"", ""vote_count"": ""36825""}, {""mayor"": ""Paul"", ""vote_percentage"": ""3.3%"", ""vote_count"": ""25722""}]"
